"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"2728","GO:0071479","cellular response to ionizing radiation",46,1,1.01,"0.63943"
"2729","GO:0072243","metanephric nephron epithelium development",46,1,1.01,"0.63943"
"2730","GO:0031960","response to corticosteroid",99,2,2.17,"0.64172"
"2731","GO:0055088","lipid homeostasis",99,2,2.17,"0.64172"
"2732","GO:0007173","epidermal growth factor receptor signaling pathway",100,2,2.19,"0.64716"
"2733","GO:0006360","transcription by RNA polymerase I",47,1,1.03,"0.64735"
"2734","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",47,1,1.03,"0.64735"
"2735","GO:0030166","proteoglycan biosynthetic process",47,1,1.03,"0.64735"
"2736","GO:0046189","phenol-containing compound biosynthetic process",47,1,1.03,"0.64735"
"2737","GO:0046889","positive regulation of lipid biosynthetic process",47,1,1.03,"0.64735"
"2738","GO:2000379","positive regulation of reactive oxygen species metabolic process",47,1,1.03,"0.64735"
"2739","GO:0051090","regulation of DNA-binding transcription factor activity",202,4,4.42,"0.64910"
"2740","GO:0001539","cilium or flagellum-dependent cell motility",101,2,2.21,"0.65254"
"2741","GO:0051783","regulation of nuclear division",101,2,2.21,"0.65254"
"2742","GO:0060285","cilium-dependent cell motility",101,2,2.21,"0.65254"
"2743","GO:0050727","regulation of inflammatory response",203,4,4.44,"0.65293"
"2744","GO:0014823","response to activity",48,1,1.05,"0.65510"
"2745","GO:0016601","Rac protein signal transduction",48,1,1.05,"0.65510"
"2746","GO:0033138","positive regulation of peptidyl-serine phosphorylation",48,1,1.05,"0.65510"
"2747","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process",48,1,1.05,"0.65510"
"2748","GO:0048260","positive regulation of receptor-mediated endocytosis",48,1,1.05,"0.65510"
"2749","GO:0051784","negative regulation of nuclear division",48,1,1.05,"0.65510"
"2750","GO:0060079","excitatory postsynaptic potential",48,1,1.05,"0.65510"
"2751","GO:0072207","metanephric epithelium development",48,1,1.05,"0.65510"
"2752","GO:0090307","mitotic spindle assembly",48,1,1.05,"0.65510"
"2753","GO:0098930","axonal transport",48,1,1.05,"0.65510"
"2754","GO:0055074","calcium ion homeostasis",204,4,4.47,"0.65672"
"2755","GO:0003015","heart process",102,2,2.23,"0.65785"
"2756","GO:0006970","response to osmotic stress",102,2,2.23,"0.65785"
"2757","GO:1903510","mucopolysaccharide metabolic process",102,2,2.23,"0.65785"
"2758","GO:0051223","regulation of protein transport",403,8,8.82,"0.66095"
"2759","GO:0002224","toll-like receptor signaling pathway",49,1,1.07,"0.66268"
"2760","GO:0034763","negative regulation of transmembrane transport",49,1,1.07,"0.66268"
"2761","GO:0043001","Golgi to plasma membrane protein transport",49,1,1.07,"0.66268"
"2762","GO:0046513","ceramide biosynthetic process",49,1,1.07,"0.66268"
"2763","GO:0048489","synaptic vesicle transport",49,1,1.07,"0.66268"
"2764","GO:0051899","membrane depolarization",49,1,1.07,"0.66268"
"2765","GO:0019219","regulation of nucleobase-containing compound metabolic process",2158,45,47.24,"0.66611"
"2766","GO:0006066","alcohol metabolic process",307,6,6.72,"0.66776"
"2767","GO:0045619","regulation of lymphocyte differentiation",104,2,2.28,"0.66827"
"2768","GO:0006767","water-soluble vitamin metabolic process",50,1,1.09,"0.67009"
"2769","GO:0009142","nucleoside triphosphate biosynthetic process",50,1,1.09,"0.67009"
"2770","GO:0010950","positive regulation of endopeptidase activity",50,1,1.09,"0.67009"
"2771","GO:0031648","protein destabilization",50,1,1.09,"0.67009"
"2772","GO:0040014","regulation of multicellular organism growth",50,1,1.09,"0.67009"
"2773","GO:0071709","membrane assembly",50,1,1.09,"0.67009"
"2774","GO:0098927","vesicle-mediated transport between endosomal compartments",50,1,1.09,"0.67009"
"2775","GO:1990823","response to leukemia inhibitory factor",50,1,1.09,"0.67009"
"2776","GO:1990830","cellular response to leukemia inhibitory factor",50,1,1.09,"0.67009"
"2777","GO:1903531","negative regulation of secretion by cell",105,2,2.3,"0.67339"
"2778","GO:0045089","positive regulation of innate immune response",309,6,6.76,"0.67386"
"2779","GO:0043271","negative regulation of monoatomic ion transport",51,1,1.12,"0.67734"
"2780","GO:0046173","polyol biosynthetic process",51,1,1.12,"0.67734"
"2781","GO:0046323","glucose import",51,1,1.12,"0.67734"
"2782","GO:0048872","homeostasis of number of cells",211,4,4.62,"0.68252"
"2783","GO:0071900","regulation of protein serine/threonine kinase activity",107,2,2.34,"0.68343"
"2784","GO:0031349","positive regulation of defense response",362,7,7.92,"0.68349"
"2785","GO:0010827","regulation of glucose transmembrane transport",52,1,1.14,"0.68443"
"2786","GO:0010952","positive regulation of peptidase activity",52,1,1.14,"0.68443"
"2787","GO:0045069","regulation of viral genome replication",52,1,1.14,"0.68443"
"2788","GO:0048524","positive regulation of viral process",52,1,1.14,"0.68443"
"2789","GO:0018209","peptidyl-serine modification",160,3,3.5,"0.68448"
"2790","GO:0043086","negative regulation of catalytic activity",160,3,3.5,"0.68448"
"2791","GO:0032608","interferon-beta production",108,2,2.36,"0.68836"
"2792","GO:0032648","regulation of interferon-beta production",108,2,2.36,"0.68836"
"2793","GO:0042552","myelination",108,2,2.36,"0.68836"
"2794","GO:0015849","organic acid transport",264,5,5.78,"0.68986"
"2795","GO:0046942","carboxylic acid transport",264,5,5.78,"0.68986"
"2796","GO:0014910","regulation of smooth muscle cell migration",53,1,1.16,"0.69137"
"2797","GO:0019935","cyclic-nucleotide-mediated signaling",53,1,1.16,"0.69137"
"2798","GO:0030205","dermatan sulfate metabolic process",53,1,1.16,"0.69137"
"2799","GO:0033273","response to vitamin",53,1,1.16,"0.69137"
"2800","GO:0034332","adherens junction organization",53,1,1.16,"0.69137"
"2801","GO:0042982","amyloid precursor protein metabolic process",53,1,1.16,"0.69137"
"2802","GO:0043242","negative regulation of protein-containing complex disassembly",53,1,1.16,"0.69137"
"2803","GO:0052779","amino disaccharide metabolic process",53,1,1.16,"0.69137"
"2804","GO:2000116","regulation of cysteine-type endopeptidase activity",53,1,1.16,"0.69137"
"2805","GO:0010638","positive regulation of organelle organization",365,7,7.99,"0.69174"
"2806","GO:0008360","regulation of cell shape",109,2,2.39,"0.69322"
"2807","GO:0015718","monocarboxylic acid transport",109,2,2.39,"0.69322"
"2808","GO:0051489","regulation of filopodium assembly",109,2,2.39,"0.69322"
"2809","GO:0032787","monocarboxylic acid metabolic process",515,10,11.27,"0.69598"
"2810","GO:0043473","pigmentation",110,2,2.41,"0.69802"
"2811","GO:0045931","positive regulation of mitotic cell cycle",110,2,2.41,"0.69802"
"2812","GO:0006582","melanin metabolic process",54,1,1.18,"0.69815"
"2813","GO:0017156","calcium-ion regulated exocytosis",54,1,1.18,"0.69815"
"2814","GO:0032355","response to estradiol",54,1,1.18,"0.69815"
"2815","GO:0046632","alpha-beta T cell differentiation",54,1,1.18,"0.69815"
"2816","GO:1901568","fatty acid derivative metabolic process",54,1,1.18,"0.69815"
"2817","GO:0072657","protein localization to membrane",517,10,11.32,"0.70056"
"2818","GO:0030522","intracellular receptor signaling pathway",217,4,4.75,"0.70352"
"2819","GO:0005977","glycogen metabolic process",55,1,1.2,"0.70479"
"2820","GO:0033059","cellular pigmentation",55,1,1.2,"0.70479"
"2821","GO:0070201","regulation of establishment of protein localization",421,8,9.22,"0.70776"
"2822","GO:0009620","response to fungus",56,1,1.23,"0.71128"
"2823","GO:0043535","regulation of blood vessel endothelial cell migration",56,1,1.23,"0.71128"
"2824","GO:0046626","regulation of insulin receptor signaling pathway",56,1,1.23,"0.71128"
"2825","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell",56,1,1.23,"0.71128"
"2826","GO:0002833","positive regulation of response to biotic stimulus",322,6,7.05,"0.71171"
"2827","GO:0009628","response to abiotic stimulus",864,17,18.91,"0.71198"
"2828","GO:0007272","ensheathment of neurons",113,2,2.47,"0.71205"
"2829","GO:0008366","axon ensheathment",113,2,2.47,"0.71205"
"2830","GO:0038127","ERBB signaling pathway",113,2,2.47,"0.71205"
"2831","GO:0044272","sulfur compound biosynthetic process",113,2,2.47,"0.71205"
"2832","GO:1903825","organic acid transmembrane transport",113,2,2.47,"0.71205"
"2833","GO:1905039","carboxylic acid transmembrane transport",113,2,2.47,"0.71205"
"2834","GO:0048813","dendrite morphogenesis",167,3,3.66,"0.71209"
"2835","GO:0002221","pattern recognition receptor signaling pathway",220,4,4.82,"0.71365"
"2836","GO:0008286","insulin receptor signaling pathway",114,2,2.5,"0.71660"
"2837","GO:0016311","dephosphorylation",221,4,4.84,"0.71697"
"2838","GO:0002752","cell surface pattern recognition receptor signaling pathway",57,1,1.25,"0.71763"
"2839","GO:0008088","axo-dendritic transport",57,1,1.25,"0.71763"
"2840","GO:0032728","positive regulation of interferon-beta production",57,1,1.25,"0.71763"
"2841","GO:0035418","protein localization to synapse",57,1,1.25,"0.71763"
"2842","GO:0042058","regulation of epidermal growth factor receptor signaling pathway",57,1,1.25,"0.71763"
"2843","GO:0042306","regulation of protein import into nucleus",57,1,1.25,"0.71763"
"2844","GO:0042632","cholesterol homeostasis",57,1,1.25,"0.71763"
"2845","GO:0055092","sterol homeostasis",57,1,1.25,"0.71763"
"2846","GO:0062013","positive regulation of small molecule metabolic process",57,1,1.25,"0.71763"
"2847","GO:1900076","regulation of cellular response to insulin stimulus",57,1,1.25,"0.71763"
"2848","GO:1903533","regulation of protein targeting",57,1,1.25,"0.71763"
"2849","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell",57,1,1.25,"0.71763"
"2850","GO:0009410","response to xenobiotic stimulus",273,5,5.98,"0.71764"
"2851","GO:0060326","cell chemotaxis",169,3,3.7,"0.71963"
"2852","GO:0006869","lipid transport",274,5,6,"0.72061"
"2853","GO:0099003","vesicle-mediated transport in synapse",170,3,3.72,"0.72334"
"2854","GO:2001233","regulation of apoptotic signaling pathway",224,4,4.9,"0.72675"
"2855","GO:0006470","protein dephosphorylation",117,2,2.56,"0.72990"
"2856","GO:0035264","multicellular organism growth",117,2,2.56,"0.72990"
"2857","GO:0060113","inner ear receptor cell differentiation",117,2,2.56,"0.72990"
"2858","GO:0006805","xenobiotic metabolic process",59,1,1.29,"0.72991"
"2859","GO:0043297","apical junction assembly",59,1,1.29,"0.72991"
"2860","GO:0044091","membrane biogenesis",59,1,1.29,"0.72991"
"2861","GO:0099565","chemical synaptic transmission, postsynaptic",59,1,1.29,"0.72991"
"2862","GO:0071407","cellular response to organic cyclic compound",329,6,7.2,"0.73081"
"2863","GO:0002758","innate immune response-activating signaling pathway",226,4,4.95,"0.73313"
"2864","GO:0098771","inorganic ion homeostasis",330,6,7.22,"0.73347"
"2865","GO:0016051","carbohydrate biosynthetic process",173,3,3.79,"0.73425"
"2866","GO:0002312","B cell activation involved in immune response",60,1,1.31,"0.73585"
"2867","GO:0006112","energy reserve metabolic process",60,1,1.31,"0.73585"
"2868","GO:0009948","anterior/posterior axis specification",60,1,1.31,"0.73585"
"2869","GO:0046034","ATP metabolic process",60,1,1.31,"0.73585"
"2870","GO:0071902","positive regulation of protein serine/threonine kinase activity",60,1,1.31,"0.73585"
"2871","GO:0090398","cellular senescence",60,1,1.31,"0.73585"
"2872","GO:0030203","glycosaminoglycan metabolic process",119,2,2.61,"0.73847"
"2873","GO:0031334","positive regulation of protein-containing complex assembly",119,2,2.61,"0.73847"
"2874","GO:0090316","positive regulation of intracellular protein transport",119,2,2.61,"0.73847"
"2875","GO:0030866","cortical actin cytoskeleton organization",61,1,1.34,"0.74166"
"2876","GO:0032273","positive regulation of protein polymerization",61,1,1.34,"0.74166"
"2877","GO:0050848","regulation of calcium-mediated signaling",61,1,1.34,"0.74166"
"2878","GO:0060048","cardiac muscle contraction",61,1,1.34,"0.74166"
"2879","GO:1901184","regulation of ERBB signaling pathway",61,1,1.34,"0.74166"
"2880","GO:0035556","intracellular signal transduction",2035,41,44.55,"0.74531"
"2881","GO:0120032","regulation of plasma membrane bounded cell projection assembly",230,4,5.04,"0.74556"
"2882","GO:0042490","mechanoreceptor differentiation",121,2,2.65,"0.74681"
"2883","GO:0000041","transition metal ion transport",62,1,1.36,"0.74735"
"2884","GO:0030518","intracellular steroid hormone receptor signaling pathway",62,1,1.36,"0.74735"
"2885","GO:1903169","regulation of calcium ion transmembrane transport",62,1,1.36,"0.74735"
"2886","GO:0050920","regulation of chemotaxis",177,3,3.87,"0.74826"
"2887","GO:0060491","regulation of cell projection assembly",231,4,5.06,"0.74860"
"2888","GO:0009755","hormone-mediated signaling pathway",122,2,2.67,"0.75089"
"2889","GO:0071222","cellular response to lipopolysaccharide",122,2,2.67,"0.75089"
"2890","GO:1902652","secondary alcohol metabolic process",122,2,2.67,"0.75089"
"2891","GO:0009615","response to virus",285,5,6.24,"0.75187"
"2892","GO:0051668","localization within membrane",591,11,12.94,"0.75192"
"2893","GO:0080090","regulation of primary metabolic process",3170,65,69.4,"0.75196"
"2894","GO:0002220","innate immune response activating cell surface receptor signaling pathway",63,1,1.38,"0.75291"
"2895","GO:0010171","body morphogenesis",63,1,1.38,"0.75291"
"2896","GO:0043393","regulation of protein binding",63,1,1.38,"0.75291"
"2897","GO:0045639","positive regulation of myeloid cell differentiation",63,1,1.38,"0.75291"
"2898","GO:0045834","positive regulation of lipid metabolic process",63,1,1.38,"0.75291"
"2899","GO:0006893","Golgi to plasma membrane transport",64,1,1.4,"0.75834"
"2900","GO:0008645","hexose transmembrane transport",64,1,1.4,"0.75834"
"2901","GO:0015749","monosaccharide transmembrane transport",64,1,1.4,"0.75834"
"2902","GO:0046824","positive regulation of nucleocytoplasmic transport",64,1,1.4,"0.75834"
"2903","GO:0050729","positive regulation of inflammatory response",64,1,1.4,"0.75834"
"2904","GO:0051099","positive regulation of binding",64,1,1.4,"0.75834"
"2905","GO:0106106","cold-induced thermogenesis",64,1,1.4,"0.75834"
"2906","GO:0120161","regulation of cold-induced thermogenesis",64,1,1.4,"0.75834"
"2907","GO:1904659","glucose transmembrane transport",64,1,1.4,"0.75834"
"2908","GO:1905897","regulation of response to endoplasmic reticulum stress",64,1,1.4,"0.75834"
"2909","GO:0016125","sterol metabolic process",125,2,2.74,"0.76280"
"2910","GO:0051048","negative regulation of secretion",125,2,2.74,"0.76280"
"2911","GO:0071248","cellular response to metal ion",125,2,2.74,"0.76280"
"2912","GO:0002532","production of molecular mediator involved in inflammatory response",65,1,1.42,"0.76366"
"2913","GO:0043255","regulation of carbohydrate biosynthetic process",65,1,1.42,"0.76366"
"2914","GO:0031347","regulation of defense response",548,10,12,"0.76602"
"2915","GO:0000271","polysaccharide biosynthetic process",66,1,1.44,"0.76886"
"2916","GO:0006469","negative regulation of protein kinase activity",66,1,1.44,"0.76886"
"2917","GO:0019915","lipid storage",66,1,1.44,"0.76886"
"2918","GO:0042157","lipoprotein metabolic process",66,1,1.44,"0.76886"
"2919","GO:0051346","negative regulation of hydrolase activity",66,1,1.44,"0.76886"
"2920","GO:0044092","negative regulation of molecular function",292,5,6.39,"0.77037"
"2921","GO:0007009","plasma membrane organization",127,2,2.78,"0.77047"
"2922","GO:0046467","membrane lipid biosynthetic process",127,2,2.78,"0.77047"
"2923","GO:0002687","positive regulation of leukocyte migration",67,1,1.47,"0.77395"
"2924","GO:0031100","animal organ regeneration",67,1,1.47,"0.77395"
"2925","GO:0060078","regulation of postsynaptic membrane potential",67,1,1.47,"0.77395"
"2926","GO:0006022","aminoglycan metabolic process",128,2,2.8,"0.77422"
"2927","GO:0034250","positive regulation of amide metabolic process",128,2,2.8,"0.77422"
"2928","GO:2000045","regulation of G1/S transition of mitotic cell cycle",128,2,2.8,"0.77422"
"2929","GO:0002218","activation of innate immune response",240,4,5.25,"0.77470"
"2930","GO:0051171","regulation of nitrogen compound metabolic process",3054,62,66.86,"0.77510"
"2931","GO:0030217","T cell differentiation",129,2,2.82,"0.77792"
"2932","GO:0062207","regulation of pattern recognition receptor signaling pathway",129,2,2.82,"0.77792"
"2933","GO:0071219","cellular response to molecule of bacterial origin",129,2,2.82,"0.77792"
"2934","GO:1901222","regulation of non-canonical NF-kappaB signal transduction",129,2,2.82,"0.77792"
"2935","GO:0033673","negative regulation of kinase activity",68,1,1.49,"0.77892"
"2936","GO:1900182","positive regulation of protein localization to nucleus",68,1,1.49,"0.77892"
"2937","GO:0048545","response to steroid hormone",187,3,4.09,"0.78072"
"2938","GO:1902115","regulation of organelle assembly",188,3,4.12,"0.78376"
"2939","GO:0001676","long-chain fatty acid metabolic process",69,1,1.51,"0.78379"
"2940","GO:0042177","negative regulation of protein catabolic process",69,1,1.51,"0.78379"
"2941","GO:0060760","positive regulation of response to cytokine stimulus",69,1,1.51,"0.78379"
"2942","GO:0006665","sphingolipid metabolic process",131,2,2.87,"0.78515"
"2943","GO:0033135","regulation of peptidyl-serine phosphorylation",70,1,1.53,"0.78855"
"2944","GO:0046364","monosaccharide biosynthetic process",70,1,1.53,"0.78855"
"2945","GO:0046928","regulation of neurotransmitter secretion",70,1,1.53,"0.78855"
"2946","GO:0001101","response to acid chemical",132,2,2.89,"0.78870"
"2947","GO:0044403","biological process involved in symbiotic interaction",353,6,7.73,"0.78948"
"2948","GO:0008654","phospholipid biosynthetic process",190,3,4.16,"0.78976"
"2949","GO:0022604","regulation of cell morphogenesis",191,3,4.18,"0.79270"
"2950","GO:0006606","protein import into nucleus",134,2,2.93,"0.79562"
"2951","GO:2000243","positive regulation of reproductive process",72,1,1.58,"0.79775"
"2952","GO:0005975","carbohydrate metabolic process",720,13,15.76,"0.80130"
"2953","GO:0006937","regulation of muscle contraction",73,1,1.6,"0.80221"
"2954","GO:0007350","blastoderm segmentation",73,1,1.6,"0.80221"
"2955","GO:0043401","steroid hormone mediated signaling pathway",73,1,1.6,"0.80221"
"2956","GO:1990266","neutrophil migration",73,1,1.6,"0.80221"
"2957","GO:0032479","regulation of type I interferon production",136,2,2.98,"0.80235"
"2958","GO:0032606","type I interferon production",136,2,2.98,"0.80235"
"2959","GO:1902806","regulation of cell cycle G1/S phase transition",136,2,2.98,"0.80235"
"2960","GO:0006644","phospholipid metabolic process",306,5,6.7,"0.80421"
"2961","GO:0034097","response to cytokine",569,10,12.46,"0.80431"
"2962","GO:0140013","meiotic nuclear division",137,2,3,"0.80564"
"2963","GO:1990845","adaptive thermogenesis",74,1,1.62,"0.80656"
"2964","GO:0002753","cytosolic pattern recognition receptor signaling pathway",138,2,3.02,"0.80888"
"2965","GO:0051170","import into nucleus",138,2,3.02,"0.80888"
"2966","GO:0006414","translational elongation",75,1,1.64,"0.81082"
"2967","GO:0043627","response to estrogen",75,1,1.64,"0.81082"
"2968","GO:0043279","response to alkaloid",76,1,1.66,"0.81499"
"2969","GO:0018105","peptidyl-serine phosphorylation",140,2,3.06,"0.81522"
"2970","GO:0032496","response to lipopolysaccharide",200,3,4.38,"0.81769"
"2971","GO:0045088","regulation of innate immune response",367,6,8.03,"0.81893"
"2972","GO:0006690","icosanoid metabolic process",77,1,1.69,"0.81906"
"2973","GO:0044042","glucan metabolic process",77,1,1.69,"0.81906"
"2974","GO:0002757","immune response-activating signaling pathway",314,5,6.87,"0.82171"
"2975","GO:0140694","non-membrane-bounded organelle assembly",314,5,6.87,"0.82171"
"2976","GO:0034219","carbohydrate transmembrane transport",78,1,1.71,"0.82305"
"2977","GO:0050851","antigen receptor-mediated signaling pathway",78,1,1.71,"0.82305"
"2978","GO:0044085","cellular component biogenesis",2497,49,54.66,"0.82626"
"2979","GO:0006941","striated muscle contraction",79,1,1.73,"0.82695"
"2980","GO:0019953","sexual reproduction",789,14,17.27,"0.82784"
"2981","GO:0006796","phosphate-containing compound metabolic process",2116,41,46.32,"0.82808"
"2982","GO:0006672","ceramide metabolic process",80,1,1.75,"0.83076"
"2983","GO:0007088","regulation of mitotic nuclear division",80,1,1.75,"0.83076"
"2984","GO:0035082","axoneme assembly",80,1,1.75,"0.83076"
"2985","GO:0043433","negative regulation of DNA-binding transcription factor activity",80,1,1.75,"0.83076"
"2986","GO:0010876","lipid localization",320,5,7.01,"0.83399"
"2987","GO:0001510","RNA methylation",81,1,1.77,"0.83449"
"2988","GO:0032368","regulation of lipid transport",82,1,1.8,"0.83813"
"2989","GO:0035315","hair cell differentiation",82,1,1.8,"0.83813"
"2990","GO:0051092","positive regulation of NF-kappaB transcription factor activity",82,1,1.8,"0.83813"
"2991","GO:0060122","inner ear receptor cell stereocilium organization",82,1,1.8,"0.83813"
"2992","GO:0051604","protein maturation",433,7,9.48,"0.84103"
"2993","GO:0048599","oocyte development",83,1,1.82,"0.84170"
"2994","GO:0051225","spindle assembly",83,1,1.82,"0.84170"
"2995","GO:0140888","interferon-mediated signaling pathway",83,1,1.82,"0.84170"
"2996","GO:0048232","male gamete generation",380,6,8.32,"0.84329"
"2997","GO:0019722","calcium-mediated signaling",150,2,3.28,"0.84417"
"2998","GO:0032388","positive regulation of intracellular transport",150,2,3.28,"0.84417"
"2999","GO:0050821","protein stabilization",150,2,3.28,"0.84417"
"3000","GO:0019932","second-messenger-mediated signaling",211,3,4.62,"0.84472"
"3001","GO:0031327","negative regulation of cellular biosynthetic process",1307,24,28.61,"0.84678"
"3002","GO:0002237","response to molecule of bacterial origin",212,3,4.64,"0.84700"
"3003","GO:0007281","germ cell development",327,5,7.16,"0.84745"
"3004","GO:0051348","negative regulation of transferase activity",85,1,1.86,"0.84860"
"3005","GO:0006793","phosphorus metabolic process",2141,41,46.87,"0.84942"
"3006","GO:0009994","oocyte differentiation",86,1,1.88,"0.85194"
"3007","GO:0050688","regulation of defense response to virus",86,1,1.88,"0.85194"
"3008","GO:0010038","response to metal ion",274,4,6,"0.85450"
"3009","GO:0009205","purine ribonucleoside triphosphate metabolic process",87,1,1.9,"0.85520"
"3010","GO:0039531","regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway",87,1,1.9,"0.85520"
"3011","GO:0050806","positive regulation of synaptic transmission",87,1,1.9,"0.85520"
"3012","GO:0009890","negative regulation of biosynthetic process",1317,24,28.83,"0.85660"
"3013","GO:0038061","non-canonical NF-kappaB signal transduction",155,2,3.39,"0.85706"
"3014","GO:0033043","regulation of organelle organization",915,16,20.03,"0.85748"
"3015","GO:0098876","vesicle-mediated transport to the plasma membrane",156,2,3.42,"0.85951"
"3016","GO:1901137","carbohydrate derivative biosynthetic process",499,8,10.92,"0.85989"
"3017","GO:0010558","negative regulation of macromolecule biosynthetic process",1271,23,27.82,"0.86031"
"3018","GO:0099175","regulation of postsynapse organization",89,1,1.95,"0.86152"
"3019","GO:0002429","immune response-activating cell surface receptor signaling pathway",157,2,3.44,"0.86193"
"3020","GO:0006887","exocytosis",278,4,6.09,"0.86210"
"3021","GO:0046474","glycerophospholipid biosynthetic process",158,2,3.46,"0.86431"
"3022","GO:0032456","endocytic recycling",90,1,1.97,"0.86457"
"3023","GO:0043409","negative regulation of MAPK cascade",90,1,1.97,"0.86457"
"3024","GO:0007043","cell-cell junction assembly",91,1,1.99,"0.86755"
"3025","GO:0009199","ribonucleoside triphosphate metabolic process",91,1,1.99,"0.86755"
"3026","GO:0045471","response to ethanol",91,1,1.99,"0.86755"
"3027","GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction",91,1,1.99,"0.86755"
"3028","GO:0051172","negative regulation of nitrogen compound metabolic process",1184,21,25.92,"0.87290"
"3029","GO:0001659","temperature homeostasis",93,1,2.04,"0.87333"
"3030","GO:0009566","fertilization",93,1,2.04,"0.87333"
"3031","GO:0032481","positive regulation of type I interferon production",93,1,2.04,"0.87333"
"3032","GO:0060119","inner ear receptor cell development",93,1,2.04,"0.87333"
"3033","GO:0097530","granulocyte migration",93,1,2.04,"0.87333"
"3034","GO:1905952","regulation of lipid localization",93,1,2.04,"0.87333"
"3035","GO:0042440","pigment metabolic process",94,1,2.06,"0.87612"
"3036","GO:0046822","regulation of nucleocytoplasmic transport",94,1,2.06,"0.87612"
"3037","GO:0006643","membrane lipid metabolic process",164,2,3.59,"0.87782"
"3038","GO:0007052","mitotic spindle organization",95,1,2.08,"0.87886"
"3039","GO:0050921","positive regulation of chemotaxis",95,1,2.08,"0.87886"
"3040","GO:0071456","cellular response to hypoxia",95,1,2.08,"0.87886"
"3041","GO:0099111","microtubule-based transport",165,2,3.61,"0.87995"
"3042","GO:0006612","protein targeting to membrane",96,1,2.1,"0.88153"
"3043","GO:0033157","regulation of intracellular protein transport",166,2,3.63,"0.88205"
"3044","GO:0006629","lipid metabolic process",1094,19,23.95,"0.88334"
"3045","GO:0001933","negative regulation of protein phosphorylation",167,2,3.66,"0.88411"
"3046","GO:0006275","regulation of DNA replication",97,1,2.12,"0.88414"
"3047","GO:0009144","purine nucleoside triphosphate metabolic process",97,1,2.12,"0.88414"
"3048","GO:0006631","fatty acid metabolic process",291,4,6.37,"0.88451"
"3049","GO:0070507","regulation of microtubule cytoskeleton organization",98,1,2.15,"0.88670"
"3050","GO:0034504","protein localization to nucleus",233,3,5.1,"0.88854"
"3051","GO:0045861","negative regulation of proteolysis",99,1,2.17,"0.88920"
"3052","GO:1903305","regulation of regulated secretory pathway",99,1,2.17,"0.88920"
"3053","GO:1903046","meiotic cell cycle process",170,2,3.72,"0.89009"
"3054","GO:0051246","regulation of protein metabolic process",1406,25,30.78,"0.89020"
"3055","GO:0006892","post-Golgi vesicle-mediated transport",100,1,2.19,"0.89164"
"3056","GO:0002831","regulation of response to biotic stimulus",412,6,9.02,"0.89209"
"3057","GO:0044255","cellular lipid metabolic process",793,13,17.36,"0.89251"
"3058","GO:0006650","glycerophospholipid metabolic process",236,3,5.17,"0.89357"
"3059","GO:0042326","negative regulation of phosphorylation",172,2,3.77,"0.89392"
"3060","GO:0002285","lymphocyte activation involved in immune response",101,1,2.21,"0.89403"
"3061","GO:0019751","polyol metabolic process",101,1,2.21,"0.89403"
"3062","GO:0030595","leukocyte chemotaxis",101,1,2.21,"0.89403"
"3063","GO:0009991","response to extracellular stimulus",471,7,10.31,"0.89538"
"3064","GO:1903828","negative regulation of protein localization",173,2,3.79,"0.89578"
"3065","GO:0070925","organelle assembly",797,13,17.45,"0.89633"
"3066","GO:0010212","response to ionizing radiation",102,1,2.23,"0.89637"
"3067","GO:0019748","secondary metabolic process",102,1,2.23,"0.89637"
"3068","GO:0034440","lipid oxidation",102,1,2.23,"0.89637"
"3069","GO:0036294","cellular response to decreased oxygen levels",102,1,2.23,"0.89637"
"3070","GO:0051924","regulation of calcium ion transport",102,1,2.23,"0.89637"
"3071","GO:0001578","microtubule bundle formation",103,1,2.25,"0.89866"
"3072","GO:0003014","renal system process",103,1,2.25,"0.89866"
"3073","GO:0032984","protein-containing complex disassembly",175,2,3.83,"0.89943"
"3074","GO:0034612","response to tumor necrosis factor",175,2,3.83,"0.89943"
"3075","GO:0008643","carbohydrate transport",104,1,2.28,"0.90090"
"3076","GO:1900180","regulation of protein localization to nucleus",104,1,2.28,"0.90090"
"3077","GO:0019221","cytokine-mediated signaling pathway",241,3,5.28,"0.90151"
"3078","GO:0046486","glycerolipid metabolic process",303,4,6.63,"0.90232"
"3079","GO:0008203","cholesterol metabolic process",105,1,2.3,"0.90308"
"3080","GO:0009141","nucleoside triphosphate metabolic process",105,1,2.3,"0.90308"
"3081","GO:1902107","positive regulation of leukocyte differentiation",105,1,2.3,"0.90308"
"3082","GO:1903708","positive regulation of hemopoiesis",105,1,2.3,"0.90308"
"3083","GO:0071345","cellular response to cytokine stimulus",478,7,10.46,"0.90346"
"3084","GO:0051648","vesicle localization",178,2,3.9,"0.90467"
"3085","GO:0051592","response to calcium ion",106,1,2.32,"0.90522"
"3086","GO:0008104","protein localization",1976,36,43.26,"0.90539"
"3087","GO:0045017","glycerolipid biosynthetic process",179,2,3.92,"0.90636"
"3088","GO:0000280","nuclear division",306,4,6.7,"0.90638"
